time,source,destination,vlan_prio
4.524258,10.0.0.5,10.0.0.1,0
4.524422,10.0.0.5,10.0.0.1,0
4.524550,10.0.0.5,10.0.0.1,0
4.524672,10.0.0.5,10.0.0.1,0
4.524832,10.0.0.5,10.0.0.1,0
4.524955,10.0.0.5,10.0.0.1,0
4.525078,10.0.0.5,10.0.0.1,0
4.525239,10.0.0.5,10.0.0.1,0
4.542241,10.0.0.5,10.0.0.1,0
4.542374,10.0.0.5,10.0.0.1,0
4.542572,10.0.0.5,10.0.0.1,0
4.542658,10.0.0.5,10.0.0.1,0
4.542743,10.0.0.5,10.0.0.1,0
4.542828,10.0.0.5,10.0.0.1,0
4.542913,10.0.0.5,10.0.0.1,0
4.542997,10.0.0.5,10.0.0.1,0
4.543082,10.0.0.5,10.0.0.1,0
4.543167,10.0.0.5,10.0.0.1,0
4.543253,10.0.0.5,10.0.0.1,0
4.543337,10.0.0.5,10.0.0.1,0
4.543433,10.0.0.5,10.0.0.1,0
4.543517,10.0.0.5,10.0.0.1,0
4.543603,10.0.0.5,10.0.0.1,0
4.543689,10.0.0.5,10.0.0.1,0
4.543774,10.0.0.5,10.0.0.1,0
4.543859,10.0.0.5,10.0.0.1,0
4.543944,10.0.0.5,10.0.0.1,0
4.544066,10.0.0.5,10.0.0.1,0
4.544195,10.0.0.5,10.0.0.1,0
4.544325,10.0.0.5,10.0.0.1,0
4.544448,10.0.0.5,10.0.0.1,0
4.544570,10.0.0.5,10.0.0.1,0
4.544693,10.0.0.5,10.0.0.1,0
4.544863,10.0.0.5,10.0.0.1,0
4.545489,10.0.0.5,10.0.0.1,0
4.547968,10.0.0.5,10.0.0.1,0
4.548097,10.0.0.5,10.0.0.1,0
4.548533,10.0.0.5,10.0.0.1,0
4.549177,10.0.0.5,10.0.0.1,0
4.550051,10.0.0.5,10.0.0.1,0
4.550955,10.0.0.5,10.0.0.1,0
4.551948,10.0.0.5,10.0.0.1,0
4.552860,10.0.0.5,10.0.0.1,0
4.554031,10.0.0.5,10.0.0.1,0
4.555652,10.0.0.5,10.0.0.1,0
4.555848,10.0.0.5,10.0.0.1,0
4.556038,10.0.0.5,10.0.0.1,0
4.556182,10.0.0.5,10.0.0.1,0
4.556378,10.0.0.5,10.0.0.1,0
4.557648,10.0.0.5,10.0.0.1,0
4.561647,10.0.0.5,10.0.0.1,0
4.561771,10.0.0.5,10.0.0.1,0
4.561855,10.0.0.5,10.0.0.1,0
4.561938,10.0.0.5,10.0.0.1,0
4.562058,10.0.0.5,10.0.0.1,0
4.562179,10.0.0.5,10.0.0.1,0
4.562338,10.0.0.5,10.0.0.1,0
4.562464,10.0.0.5,10.0.0.1,0
4.562585,10.0.0.5,10.0.0.1,0
4.562744,10.0.0.5,10.0.0.1,0
4.562827,10.0.0.5,10.0.0.1,0
4.562949,10.0.0.5,10.0.0.1,0
4.563071,10.0.0.5,10.0.0.1,0
4.563226,10.0.0.5,10.0.0.1,0
4.563389,10.0.0.5,10.0.0.1,0
4.563513,10.0.0.5,10.0.0.1,0
4.563635,10.0.0.5,10.0.0.1,0
4.563797,10.0.0.5,10.0.0.1,0
4.563951,10.0.0.5,10.0.0.1,0
4.564072,10.0.0.5,10.0.0.1,0
4.564194,10.0.0.5,10.0.0.1,0
4.564361,10.0.0.5,10.0.0.1,0
4.564483,10.0.0.5,10.0.0.1,0
4.564657,10.0.0.5,10.0.0.1,0
4.564784,10.0.0.5,10.0.0.1,0
4.564943,10.0.0.5,10.0.0.1,0
4.565102,10.0.0.5,10.0.0.1,0
4.565225,10.0.0.5,10.0.0.1,0
4.565660,10.0.0.5,10.0.0.1,0
4.565781,10.0.0.5,10.0.0.1,0
4.565943,10.0.0.5,10.0.0.1,0
4.566096,10.0.0.5,10.0.0.1,0
4.566251,10.0.0.5,10.0.0.1,0
4.566445,10.0.0.5,10.0.0.1,0
4.566608,10.0.0.5,10.0.0.1,0
4.566770,10.0.0.5,10.0.0.1,0
4.566948,10.0.0.5,10.0.0.1,0
4.567077,10.0.0.5,10.0.0.1,0
4.567249,10.0.0.5,10.0.0.1,0
4.567370,10.0.0.5,10.0.0.1,0
4.567535,10.0.0.5,10.0.0.1,0
4.567690,10.0.0.5,10.0.0.1,0
4.567956,10.0.0.5,10.0.0.1,0
4.568123,10.0.0.5,10.0.0.1,0
4.568277,10.0.0.5,10.0.0.1,0
4.568409,10.0.0.5,10.0.0.1,0
4.568564,10.0.0.5,10.0.0.1,0
4.568719,10.0.0.5,10.0.0.1,0
4.568840,10.0.0.5,10.0.0.1,0
4.568962,10.0.0.5,10.0.0.1,0
4.569122,10.0.0.5,10.0.0.1,0
4.569244,10.0.0.5,10.0.0.1,0
4.574654,10.0.0.5,10.0.0.1,0
4.574784,10.0.0.5,10.0.0.1,0
4.574875,10.0.0.5,10.0.0.1,0
4.574959,10.0.0.5,10.0.0.1,0
4.575044,10.0.0.5,10.0.0.1,0
4.575175,10.0.0.5,10.0.0.1,0
4.575298,10.0.0.5,10.0.0.1,0
4.575462,10.0.0.5,10.0.0.1,0
4.575617,10.0.0.5,10.0.0.1,0
4.575776,10.0.0.5,10.0.0.1,0
4.575935,10.0.0.5,10.0.0.1,0
4.576057,10.0.0.5,10.0.0.1,0
4.576270,10.0.0.5,10.0.0.1,0
4.576448,10.0.0.5,10.0.0.1,0
4.576608,10.0.0.5,10.0.0.1,0
4.576769,10.0.0.5,10.0.0.1,0
4.576929,10.0.0.5,10.0.0.1,0
4.577098,10.0.0.5,10.0.0.1,0
4.577252,10.0.0.5,10.0.0.1,0
4.577636,10.0.0.5,10.0.0.1,0
4.577758,10.0.0.5,10.0.0.1,0
4.577914,10.0.0.5,10.0.0.1,0
4.578074,10.0.0.5,10.0.0.1,0
4.578238,10.0.0.5,10.0.0.1,0
4.578406,10.0.0.5,10.0.0.1,0
4.578530,10.0.0.5,10.0.0.1,0
4.578692,10.0.0.5,10.0.0.1,0
4.578851,10.0.0.5,10.0.0.1,0
4.578972,10.0.0.5,10.0.0.1,0
4.579141,10.0.0.5,10.0.0.1,0
4.579263,10.0.0.5,10.0.0.1,0
4.579384,10.0.0.5,10.0.0.1,0
4.579539,10.0.0.5,10.0.0.1,0
4.579662,10.0.0.5,10.0.0.1,0
4.579783,10.0.0.5,10.0.0.1,0
4.579905,10.0.0.5,10.0.0.1,0
4.580069,10.0.0.5,10.0.0.1,0
4.580195,10.0.0.5,10.0.0.1,0
4.580354,10.0.0.5,10.0.0.1,0
4.580509,10.0.0.5,10.0.0.1,0
4.580630,10.0.0.5,10.0.0.1,0
4.580784,10.0.0.5,10.0.0.1,0
4.580948,10.0.0.5,10.0.0.1,0
4.581073,10.0.0.5,10.0.0.1,0
4.581227,10.0.0.5,10.0.0.1,0
4.581592,10.0.0.5,10.0.0.1,0
4.581757,10.0.0.5,10.0.0.1,0
4.581918,10.0.0.5,10.0.0.1,0
4.582007,10.0.0.3,10.0.0.1,5
4.582085,10.0.0.5,10.0.0.1,0
4.582247,10.0.0.5,10.0.0.1,0
4.582401,10.0.0.5,10.0.0.1,0
4.582556,10.0.0.5,10.0.0.1,0
4.582578,10.0.0.4,10.0.0.1,4
4.582710,10.0.0.5,10.0.0.1,0
4.582865,10.0.0.5,10.0.0.1,0
4.583019,10.0.0.5,10.0.0.1,0
4.583035,10.0.0.3,10.0.0.1,5
4.583184,10.0.0.5,10.0.0.1,0
4.583337,10.0.0.5,10.0.0.1,0
4.583500,10.0.0.5,10.0.0.1,0
4.583596,10.0.0.4,10.0.0.1,4
4.583676,10.0.0.5,10.0.0.1,0
4.583836,10.0.0.5,10.0.0.1,0
4.583990,10.0.0.5,10.0.0.1,0
4.584073,10.0.0.3,10.0.0.1,5
4.584145,10.0.0.5,10.0.0.1,0
4.584304,10.0.0.5,10.0.0.1,0
4.584478,10.0.0.5,10.0.0.1,0
4.584503,10.0.0.4,10.0.0.1,4
4.584667,10.0.0.5,10.0.0.1,0
4.584849,10.0.0.5,10.0.0.1,0
4.585018,10.0.0.5,10.0.0.1,0
4.585104,10.0.0.3,10.0.0.1,5
4.585174,10.0.0.5,10.0.0.1,0
4.586752,10.0.0.4,10.0.0.1,4
4.586869,10.0.0.3,10.0.0.1,5
4.586984,10.0.0.4,10.0.0.1,4
4.587098,10.0.0.3,10.0.0.1,5
4.587213,10.0.0.4,10.0.0.1,4
4.587342,10.0.0.3,10.0.0.1,5
4.587457,10.0.0.4,10.0.0.1,4
4.587572,10.0.0.3,10.0.0.1,5
4.587687,10.0.0.4,10.0.0.1,4
4.587801,10.0.0.3,10.0.0.1,5
4.587953,10.0.0.3,10.0.0.1,5
4.588068,10.0.0.3,10.0.0.1,5
4.588183,10.0.0.3,10.0.0.1,5
4.588304,10.0.0.3,10.0.0.1,5
4.588418,10.0.0.3,10.0.0.1,5
4.588534,10.0.0.3,10.0.0.1,5
4.588648,10.0.0.3,10.0.0.1,5
4.588764,10.0.0.3,10.0.0.1,5
4.588878,10.0.0.3,10.0.0.1,5
4.588992,10.0.0.2,10.0.0.1,6
4.589107,10.0.0.3,10.0.0.1,5
4.589221,10.0.0.2,10.0.0.1,6
4.589635,10.0.0.3,10.0.0.1,5
4.589686,10.0.0.5,10.0.0.1,0
4.589823,10.0.0.5,10.0.0.1,0
4.589908,10.0.0.5,10.0.0.1,0
4.590014,10.0.0.2,10.0.0.1,6
4.590032,10.0.0.5,10.0.0.1,0
4.590116,10.0.0.5,10.0.0.1,0
4.590239,10.0.0.5,10.0.0.1,0
4.590410,10.0.0.5,10.0.0.1,0
4.590494,10.0.0.3,10.0.0.1,5
4.590566,10.0.0.5,10.0.0.1,0
4.590689,10.0.0.5,10.0.0.1,0
4.590812,10.0.0.5,10.0.0.1,0
4.590972,10.0.0.5,10.0.0.1,0
4.591061,10.0.0.2,10.0.0.1,6
4.591133,10.0.0.5,10.0.0.1,0
4.591304,10.0.0.5,10.0.0.1,0
4.591465,10.0.0.5,10.0.0.1,0
4.591561,10.0.0.3,10.0.0.1,5
4.591632,10.0.0.5,10.0.0.1,0
4.591792,10.0.0.5,10.0.0.1,0
4.591949,10.0.0.5,10.0.0.1,0
4.592042,10.0.0.2,10.0.0.1,6
4.592111,10.0.0.5,10.0.0.1,0
4.592274,10.0.0.5,10.0.0.1,0
4.592434,10.0.0.5,10.0.0.1,0
4.592595,10.0.0.5,10.0.0.1,0
4.592612,10.0.0.3,10.0.0.1,5
4.592755,10.0.0.5,10.0.0.1,0
4.592917,10.0.0.5,10.0.0.1,0
4.593073,10.0.0.5,10.0.0.1,0
4.593089,10.0.0.2,10.0.0.1,6
4.593600,10.0.0.5,10.0.0.1,0
4.593765,10.0.0.5,10.0.0.1,0
4.594160,10.0.0.3,10.0.0.1,5
4.594356,10.0.0.2,10.0.0.1,6
4.594617,10.0.0.3,10.0.0.1,5
4.594818,10.0.0.5,10.0.0.1,0
4.594847,10.0.0.2,10.0.0.1,6
4.595169,10.0.0.3,10.0.0.1,5
4.595376,10.0.0.2,10.0.0.1,6
4.595489,10.0.0.5,10.0.0.1,0
4.595992,10.0.0.3,10.0.0.1,5
4.596237,10.0.0.2,10.0.0.1,6
4.596534,10.0.0.2,10.0.0.1,6
4.596733,10.0.0.2,10.0.0.1,6
4.596931,10.0.0.2,10.0.0.1,6
4.597129,10.0.0.3,10.0.0.1,5
4.597785,10.0.0.2,10.0.0.1,6
4.598407,10.0.0.5,10.0.0.1,0
4.598855,10.0.0.5,10.0.0.1,0
4.598979,10.0.0.5,10.0.0.1,0
4.599878,10.0.0.5,10.0.0.1,0
4.600750,10.0.0.5,10.0.0.1,0
4.601038,10.0.0.5,10.0.0.1,0
4.601911,10.0.0.5,10.0.0.1,0
4.607292,10.0.0.5,10.0.0.1,0
4.607415,10.0.0.5,10.0.0.1,0
4.607501,10.0.0.5,10.0.0.1,0
4.607624,10.0.0.5,10.0.0.1,0
4.607708,10.0.0.5,10.0.0.1,0
4.607831,10.0.0.5,10.0.0.1,0
4.607986,10.0.0.5,10.0.0.1,0
4.608155,10.0.0.5,10.0.0.1,0
4.608311,10.0.0.5,10.0.0.1,0
4.608474,10.0.0.5,10.0.0.1,0
4.608629,10.0.0.5,10.0.0.1,0
4.608792,10.0.0.5,10.0.0.1,0
4.608953,10.0.0.5,10.0.0.1,0
4.609109,10.0.0.5,10.0.0.1,0
4.609286,10.0.0.5,10.0.0.1,0
4.609758,10.0.0.5,10.0.0.1,0
4.609921,10.0.0.5,10.0.0.1,0
4.610083,10.0.0.5,10.0.0.1,0
4.610245,10.0.0.5,10.0.0.1,0
4.610405,10.0.0.5,10.0.0.1,0
4.610566,10.0.0.5,10.0.0.1,0
4.610695,10.0.0.5,10.0.0.1,0
4.610858,10.0.0.5,10.0.0.1,0
4.611020,10.0.0.5,10.0.0.1,0
4.611181,10.0.0.5,10.0.0.1,0
4.611370,10.0.0.5,10.0.0.1,0
4.611551,10.0.0.5,10.0.0.1,0
4.611709,10.0.0.5,10.0.0.1,0
4.611866,10.0.0.5,10.0.0.1,0
4.612027,10.0.0.5,10.0.0.1,0
4.612150,10.0.0.5,10.0.0.1,0
4.612320,10.0.0.5,10.0.0.1,0
4.612481,10.0.0.5,10.0.0.1,0
4.612642,10.0.0.5,10.0.0.1,0
4.612798,10.0.0.5,10.0.0.1,0
4.612959,10.0.0.5,10.0.0.1,0
4.613119,10.0.0.5,10.0.0.1,0
4.613246,10.0.0.5,10.0.0.1,0
4.613696,10.0.0.5,10.0.0.1,0
4.613913,10.0.0.5,10.0.0.1,0
4.614075,10.0.0.5,10.0.0.1,0
4.614242,10.0.0.5,10.0.0.1,0
4.614398,10.0.0.5,10.0.0.1,0
4.614522,10.0.0.5,10.0.0.1,0
4.614714,10.0.0.5,10.0.0.1,0
4.614833,10.0.0.5,10.0.0.1,0
4.614957,10.0.0.5,10.0.0.1,0
4.615080,10.0.0.5,10.0.0.1,0
4.615243,10.0.0.5,10.0.0.1,0
4.615367,10.0.0.5,10.0.0.1,0
4.615526,10.0.0.5,10.0.0.1,0
4.615682,10.0.0.5,10.0.0.1,0
4.615804,10.0.0.5,10.0.0.1,0
4.615964,10.0.0.5,10.0.0.1,0
4.616126,10.0.0.5,10.0.0.1,0
4.616256,10.0.0.5,10.0.0.1,0
4.616417,10.0.0.5,10.0.0.1,0
4.616544,10.0.0.5,10.0.0.1,0
4.616667,10.0.0.5,10.0.0.1,0
4.616825,10.0.0.5,10.0.0.1,0
4.616948,10.0.0.5,10.0.0.1,0
4.617104,10.0.0.5,10.0.0.1,0
4.617252,10.0.0.5,10.0.0.1,0
4.617708,10.0.0.5,10.0.0.1,0
4.617837,10.0.0.5,10.0.0.1,0
4.617960,10.0.0.5,10.0.0.1,0
4.618082,10.0.0.5,10.0.0.1,0
4.618243,10.0.0.5,10.0.0.1,0
4.618369,10.0.0.5,10.0.0.1,0
4.618493,10.0.0.5,10.0.0.1,0
4.618648,10.0.0.5,10.0.0.1,0
4.618772,10.0.0.5,10.0.0.1,0
4.618936,10.0.0.5,10.0.0.1,0
4.619096,10.0.0.5,10.0.0.1,0
4.619219,10.0.0.5,10.0.0.1,0
4.619383,10.0.0.5,10.0.0.1,0
4.619511,10.0.0.5,10.0.0.1,0
4.619652,10.0.0.5,10.0.0.1,0
4.619823,10.0.0.5,10.0.0.1,0
4.620010,10.0.0.5,10.0.0.1,0
4.620134,10.0.0.5,10.0.0.1,0
4.620265,10.0.0.5,10.0.0.1,0
4.620430,10.0.0.5,10.0.0.1,0
4.620593,10.0.0.5,10.0.0.1,0
4.620717,10.0.0.5,10.0.0.1,0
4.620841,10.0.0.5,10.0.0.1,0
4.621002,10.0.0.5,10.0.0.1,0
4.621126,10.0.0.5,10.0.0.1,0
4.621486,10.0.0.5,10.0.0.1,0
4.621651,10.0.0.5,10.0.0.1,0
4.621774,10.0.0.5,10.0.0.1,0
4.621930,10.0.0.5,10.0.0.1,0
4.622156,10.0.0.5,10.0.0.1,0
4.622322,10.0.0.5,10.0.0.1,0
4.622480,10.0.0.5,10.0.0.1,0
4.622603,10.0.0.5,10.0.0.1,0
4.622759,10.0.0.5,10.0.0.1,0
4.622920,10.0.0.5,10.0.0.1,0
4.623081,10.0.0.5,10.0.0.1,0
4.623243,10.0.0.5,10.0.0.1,0
4.623366,10.0.0.5,10.0.0.1,0
4.623528,10.0.0.5,10.0.0.1,0
4.623684,10.0.0.5,10.0.0.1,0
4.623844,10.0.0.5,10.0.0.1,0
4.624000,10.0.0.5,10.0.0.1,0
4.624156,10.0.0.5,10.0.0.1,0
4.624320,10.0.0.5,10.0.0.1,0
4.624481,10.0.0.5,10.0.0.1,0
4.624604,10.0.0.5,10.0.0.1,0
4.624769,10.0.0.5,10.0.0.1,0
4.624929,10.0.0.5,10.0.0.1,0
4.625054,10.0.0.5,10.0.0.1,0
4.625216,10.0.0.5,10.0.0.1,0
4.629612,10.0.0.5,10.0.0.1,0
4.629740,10.0.0.5,10.0.0.1,0
4.629825,10.0.0.5,10.0.0.1,0
4.629936,10.0.0.5,10.0.0.1,0
4.630062,10.0.0.5,10.0.0.1,0
4.630184,10.0.0.5,10.0.0.1,0
4.630347,10.0.0.5,10.0.0.1,0
4.630509,10.0.0.5,10.0.0.1,0
4.630670,10.0.0.5,10.0.0.1,0
4.630826,10.0.0.5,10.0.0.1,0
4.630987,10.0.0.5,10.0.0.1,0
4.631149,10.0.0.5,10.0.0.1,0
4.631313,10.0.0.5,10.0.0.1,0
4.631436,10.0.0.5,10.0.0.1,0
4.631598,10.0.0.5,10.0.0.1,0
4.631757,10.0.0.5,10.0.0.1,0
4.631958,10.0.0.5,10.0.0.1,0
4.632135,10.0.0.5,10.0.0.1,0
4.632305,10.0.0.5,10.0.0.1,0
4.632469,10.0.0.5,10.0.0.1,0
4.632633,10.0.0.5,10.0.0.1,0
4.632789,10.0.0.5,10.0.0.1,0
4.632950,10.0.0.5,10.0.0.1,0
4.633110,10.0.0.5,10.0.0.1,0
4.633280,10.0.0.5,10.0.0.1,0
4.633755,10.0.0.5,10.0.0.1,0
4.633998,10.0.0.5,10.0.0.1,0
4.634160,10.0.0.5,10.0.0.1,0
4.634324,10.0.0.5,10.0.0.1,0
4.634503,10.0.0.5,10.0.0.1,0
4.634664,10.0.0.5,10.0.0.1,0
4.634824,10.0.0.5,10.0.0.1,0
4.634948,10.0.0.5,10.0.0.1,0
4.635111,10.0.0.5,10.0.0.1,0
4.635279,10.0.0.5,10.0.0.1,0
4.635440,10.0.0.5,10.0.0.1,0
4.635603,10.0.0.5,10.0.0.1,0
4.635764,10.0.0.5,10.0.0.1,0
4.635925,10.0.0.5,10.0.0.1,0
4.636087,10.0.0.5,10.0.0.1,0
4.636257,10.0.0.5,10.0.0.1,0
4.636385,10.0.0.5,10.0.0.1,0
4.637131,10.0.0.5,10.0.0.1,0
4.642020,10.0.0.5,10.0.0.1,0
4.642467,10.0.0.5,10.0.0.1,0
4.643925,10.0.0.5,10.0.0.1,0
4.645549,10.0.0.5,10.0.0.1,0
4.645684,10.0.0.5,10.0.0.1,0
4.646321,10.0.0.5,10.0.0.1,0
4.647110,10.0.0.5,10.0.0.1,0
4.648511,10.0.0.5,10.0.0.1,0
4.649143,10.0.0.5,10.0.0.1,0
4.649267,10.0.0.5,10.0.0.1,0
4.649653,10.0.0.5,10.0.0.1,0
4.649777,10.0.0.5,10.0.0.1,0
4.649900,10.0.0.5,10.0.0.1,0
4.650065,10.0.0.5,10.0.0.1,0
4.650220,10.0.0.5,10.0.0.1,0
4.650376,10.0.0.5,10.0.0.1,0
4.650534,10.0.0.5,10.0.0.1,0
4.650695,10.0.0.5,10.0.0.1,0
4.650851,10.0.0.5,10.0.0.1,0
4.651007,10.0.0.5,10.0.0.1,0
4.651163,10.0.0.5,10.0.0.1,0
4.651324,10.0.0.5,10.0.0.1,0
4.651483,10.0.0.5,10.0.0.1,0
4.651644,10.0.0.5,10.0.0.1,0
4.651799,10.0.0.5,10.0.0.1,0
4.651955,10.0.0.5,10.0.0.1,0
4.652112,10.0.0.5,10.0.0.1,0
4.652272,10.0.0.5,10.0.0.1,0
4.652442,10.0.0.5,10.0.0.1,0
4.652605,10.0.0.5,10.0.0.1,0
4.652761,10.0.0.5,10.0.0.1,0
4.652916,10.0.0.5,10.0.0.1,0
4.653071,10.0.0.5,10.0.0.1,0
4.653227,10.0.0.5,10.0.0.1,0
4.653600,10.0.0.5,10.0.0.1,0
4.653784,10.0.0.5,10.0.0.1,0
4.653951,10.0.0.5,10.0.0.1,0
4.654109,10.0.0.5,10.0.0.1,0
4.654271,10.0.0.5,10.0.0.1,0
4.654435,10.0.0.5,10.0.0.1,0
4.654591,10.0.0.5,10.0.0.1,0
4.654752,10.0.0.5,10.0.0.1,0
4.654913,10.0.0.5,10.0.0.1,0
4.655075,10.0.0.5,10.0.0.1,0
4.655235,10.0.0.5,10.0.0.1,0
4.655401,10.0.0.5,10.0.0.1,0
4.655571,10.0.0.5,10.0.0.1,0
4.655727,10.0.0.5,10.0.0.1,0
4.655889,10.0.0.5,10.0.0.1,0
4.656049,10.0.0.5,10.0.0.1,0
4.656210,10.0.0.5,10.0.0.1,0
4.656336,10.0.0.5,10.0.0.1,0
4.656497,10.0.0.5,10.0.0.1,0
4.656657,10.0.0.5,10.0.0.1,0
4.656819,10.0.0.5,10.0.0.1,0
4.656979,10.0.0.5,10.0.0.1,0
4.657101,10.0.0.5,10.0.0.1,0
4.657271,10.0.0.5,10.0.0.1,0
4.661756,10.0.0.5,10.0.0.1,0
4.661879,10.0.0.5,10.0.0.1,0
4.661965,10.0.0.5,10.0.0.1,0
4.662050,10.0.0.5,10.0.0.1,0
4.662167,10.0.0.5,10.0.0.1,0
4.662391,10.0.0.5,10.0.0.1,0
4.662560,10.0.0.5,10.0.0.1,0
4.662717,10.0.0.5,10.0.0.1,0
4.662838,10.0.0.5,10.0.0.1,0
4.662962,10.0.0.5,10.0.0.1,0
4.663118,10.0.0.5,10.0.0.1,0
4.663285,10.0.0.5,10.0.0.1,0
4.663446,10.0.0.5,10.0.0.1,0
4.663607,10.0.0.5,10.0.0.1,0
4.663763,10.0.0.5,10.0.0.1,0
4.663927,10.0.0.5,10.0.0.1,0
4.664087,10.0.0.5,10.0.0.1,0
4.664244,10.0.0.5,10.0.0.1,0
4.664404,10.0.0.5,10.0.0.1,0
4.664559,10.0.0.5,10.0.0.1,0
4.664715,10.0.0.5,10.0.0.1,0
4.664835,10.0.0.5,10.0.0.1,0
4.664963,10.0.0.5,10.0.0.1,0
4.665118,10.0.0.5,10.0.0.1,0
4.665279,10.0.0.5,10.0.0.1,0
4.667448,10.0.0.5,10.0.0.1,0
4.667613,10.0.0.5,10.0.0.1,0
4.667769,10.0.0.5,10.0.0.1,0
4.667928,10.0.0.5,10.0.0.1,0
4.668089,10.0.0.5,10.0.0.1,0
4.668249,10.0.0.5,10.0.0.1,0
4.668416,10.0.0.5,10.0.0.1,0
4.668578,10.0.0.5,10.0.0.1,0
4.668701,10.0.0.5,10.0.0.1,0
4.668870,10.0.0.5,10.0.0.1,0
4.669025,10.0.0.5,10.0.0.1,0
4.669188,10.0.0.5,10.0.0.1,0
4.669610,10.0.0.5,10.0.0.1,0
4.669733,10.0.0.5,10.0.0.1,0
4.669890,10.0.0.5,10.0.0.1,0
4.670046,10.0.0.5,10.0.0.1,0
4.670208,10.0.0.5,10.0.0.1,0
4.670369,10.0.0.5,10.0.0.1,0
4.670598,10.0.0.5,10.0.0.1,0
4.670799,10.0.0.5,10.0.0.1,0
4.670962,10.0.0.5,10.0.0.1,0
4.671087,10.0.0.5,10.0.0.1,0
4.671241,10.0.0.5,10.0.0.1,0
4.671400,10.0.0.5,10.0.0.1,0
4.671563,10.0.0.5,10.0.0.1,0
4.671726,10.0.0.5,10.0.0.1,0
4.671888,10.0.0.5,10.0.0.1,0
4.672050,10.0.0.5,10.0.0.1,0
4.672210,10.0.0.5,10.0.0.1,0
4.672330,10.0.0.5,10.0.0.1,0
4.672502,10.0.0.5,10.0.0.1,0
4.672660,10.0.0.5,10.0.0.1,0
4.672782,10.0.0.5,10.0.0.1,0
4.672935,10.0.0.5,10.0.0.1,0
4.673096,10.0.0.5,10.0.0.1,0
4.673260,10.0.0.5,10.0.0.1,0
4.673555,10.0.0.5,10.0.0.1,0
4.673675,10.0.0.5,10.0.0.1,0
4.673834,10.0.0.5,10.0.0.1,0
4.673988,10.0.0.5,10.0.0.1,0
4.674146,10.0.0.5,10.0.0.1,0
4.674304,10.0.0.5,10.0.0.1,0
4.674469,10.0.0.5,10.0.0.1,0
4.674623,10.0.0.5,10.0.0.1,0
4.674775,10.0.0.5,10.0.0.1,0
4.674933,10.0.0.5,10.0.0.1,0
4.675086,10.0.0.5,10.0.0.1,0
4.675241,10.0.0.5,10.0.0.1,0
4.675400,10.0.0.5,10.0.0.1,0
4.675576,10.0.0.5,10.0.0.1,0
4.675737,10.0.0.5,10.0.0.1,0
4.675891,10.0.0.5,10.0.0.1,0
4.676045,10.0.0.5,10.0.0.1,0
4.676197,10.0.0.5,10.0.0.1,0
4.676367,10.0.0.5,10.0.0.1,0
4.676526,10.0.0.5,10.0.0.1,0
4.676692,10.0.0.5,10.0.0.1,0
4.676845,10.0.0.5,10.0.0.1,0
4.677007,10.0.0.5,10.0.0.1,0
4.677168,10.0.0.5,10.0.0.1,0
4.677632,10.0.0.5,10.0.0.1,0
4.677795,10.0.0.5,10.0.0.1,0
4.678037,10.0.0.5,10.0.0.1,0
4.678209,10.0.0.5,10.0.0.1,0
4.678375,10.0.0.5,10.0.0.1,0
4.678533,10.0.0.5,10.0.0.1,0
4.678693,10.0.0.5,10.0.0.1,0
4.678848,10.0.0.5,10.0.0.1,0
4.679001,10.0.0.5,10.0.0.1,0
4.679159,10.0.0.5,10.0.0.1,0
4.680479,10.0.0.5,10.0.0.1,0
4.680635,10.0.0.5,10.0.0.1,0
4.680793,10.0.0.5,10.0.0.1,0
4.680948,10.0.0.5,10.0.0.1,0
4.681102,10.0.0.5,10.0.0.1,0
4.681256,10.0.0.5,10.0.0.1,0
4.693749,10.0.0.5,10.0.0.1,0
4.693877,10.0.0.5,10.0.0.1,0
4.693961,10.0.0.5,10.0.0.1,0
4.694131,10.0.0.5,10.0.0.1,0
4.694223,10.0.0.5,10.0.0.1,0
4.695110,10.0.0.5,10.0.0.1,0
4.695741,10.0.0.5,10.0.0.1,0
4.696719,10.0.0.5,10.0.0.1,0
4.698567,10.0.0.5,10.0.0.1,0
4.700148,10.0.0.5,10.0.0.1,0
4.700274,10.0.0.5,10.0.0.1,0
4.701112,10.0.0.5,10.0.0.1,0
4.701544,10.0.0.5,10.0.0.1,0
4.701956,10.0.0.5,10.0.0.1,0
4.702565,10.0.0.5,10.0.0.1,0
4.703697,10.0.0.5,10.0.0.1,0
4.704441,10.0.0.5,10.0.0.1,0
4.705096,10.0.0.5,10.0.0.1,0
4.709722,10.0.0.5,10.0.0.1,0
4.709843,10.0.0.5,10.0.0.1,0
4.709928,10.0.0.5,10.0.0.1,0
4.710043,10.0.0.5,10.0.0.1,0
4.710161,10.0.0.5,10.0.0.1,0
4.710246,10.0.0.5,10.0.0.1,0
4.710370,10.0.0.5,10.0.0.1,0
4.710455,10.0.0.5,10.0.0.1,0
4.710578,10.0.0.5,10.0.0.1,0
4.710663,10.0.0.5,10.0.0.1,0
4.710825,10.0.0.5,10.0.0.1,0
4.710984,10.0.0.5,10.0.0.1,0
4.711139,10.0.0.5,10.0.0.1,0
4.711301,10.0.0.5,10.0.0.1,0
4.711467,10.0.0.5,10.0.0.1,0
4.711627,10.0.0.5,10.0.0.1,0
4.711788,10.0.0.5,10.0.0.1,0
4.711964,10.0.0.5,10.0.0.1,0
4.712125,10.0.0.5,10.0.0.1,0
4.712282,10.0.0.5,10.0.0.1,0
